Event_ID,Event_start,Reaction_start,Impact,Event_end,Event_type,Crash_severity,Incident_type,Conflict_type,Narrative
15363632,0,1200,1800,2400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
132788976,0,300,1100,4100,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
151568441,0,500,800,1500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151337318,0,,7100,8700,Crash,II - Police-reportable Crash,"Rear-end, striking",Conflict with a lead vehicle,
151861950,0,700,1600,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29859106,0,1000,1300,2100,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
61114302,0,,9600,12300,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
31281066,0,,3300,5200,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151586576,0,200,3100,4400,Near-Crash,Not a Crash,Other,Conflict with obstacle/object in roadway,
151861956,0,300,2100,2400,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151338074,0,1700,3100,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
134032900,0,4600,4800,8100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
15396973,0,2100,2800,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151862652,0,300,900,1600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61033668,0,1900,2100,3600,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
22303764,0,500,3500,4900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568409,0,500,800,2400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151550825,0,600,4200,5900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151312642,0,,1800,3700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
60633150,0,1100,900,2000,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151568759,0,,5000,5900,Crash,III  - Minor Crash,"Rear-end, struck",Conflict with a following vehicle,
151579950,0,2500,4400,5200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151569176,0,2100,2700,3400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
128906302,0,2900,4000,5000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859610,0,900,3800,5600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151573860,0,700,1500,2600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
14869522,0,1600,2100,3800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151578823,0,600,1900,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
135427641,0,700,3800,6500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
22303766,0,2300,6100,8300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29858042,0,3100,4000,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
17753838,0,1700,2900,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151550761,0,700,3900,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
30879200,0,600,1700,2200,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
151864790,0,2500,4400,4900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138277914,0,,1700,2600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
10528254,0,3000,5700,8100,Crash,II - Police-reportable Crash,"Rear-end, striking",Conflict with a lead vehicle,
151091245,0,2100,2700,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151866524,0,200,1600,2100,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
143083780,0,1000,3500,5100,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
138361662,0,3300,5000,5600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151854757,0,1700,1900,2100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859975,0,200,3800,5200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151097599,0,,2700,4400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151579954,0,200,1400,2400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
16992778,0,4200,4600,6100,Crash,II - Police-reportable Crash,"Rear-end, striking",Conflict with a lead vehicle,
142053578,0,500,1500,2700,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
151545522,0,1000,800,3500,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
31577981,0,900,1100,3600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151352095,0,4300,5700,7200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
142053601,0,300,1500,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
142053621,0,1500,3200,3400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142053643,0,600,2300,2400,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
31577987,0,3200,4000,4900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151597664,0,6200,7300,8300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151551938,0,1000,4300,5000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29714738,0,300,2300,3400,Crash,II - Police-reportable Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
35257210,0,,3100,4700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151593422,0,1100,1300,2200,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151603447,0,6900,8500,9800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135427569,0,1200,1600,4800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151569141,0,1600,3500,4300,Near-Crash,Not a Crash,Other,Conflict with obstacle/object in roadway,
151553236,0,,1100,3100,Crash,II - Police-reportable Crash,"Rear-end, struck",Conflict with a following vehicle,
134902016,0,3000,5200,5900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151861989,0,0,2600,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116168911,0,,4400,5900,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151592964,0,6800,8100,8800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
150883992,0,1100,3000,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61385330,0,400,1100,2100,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
30883528,0,4000,5300,8700,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151106024,0,1200,2000,2900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568815,0,1700,4300,6300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
24117841,0,700,2700,3800,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151569186,0,500,1700,2400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
15363628,0,1600,2300,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151878875,0,200,1100,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
29750785,0,1500,2300,3500,Crash,II - Police-reportable Crash,Turn across path,Conflict with vehicle turning across another vehicle path (same direction),
151569079,0,800,2800,3100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859828,0,1800,2800,4200,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151574559,0,4000,4300,5200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
60631698,0,800,1400,2700,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
29877163,0,700,1600,3100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
143058372,0,300,1700,2700,Near-Crash,Not a Crash,Pedalcyclist-related,Conflict with pedalcyclist,
142064621,0,900,2700,3200,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
151864877,0,3400,5400,6200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142050014,0,700,5100,7100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
136458977,0,1200,2200,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151854742,0,3400,6100,7800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568480,0,1400,1800,2500,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
29712223,0,1200,2600,3700,Crash,II - Police-reportable Crash,Backing into traffic,Conflict with a lead vehicle,
142049754,0,2500,3000,4200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
33575103,0,200,2200,3100,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151586340,0,1200,2700,3800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151859426,0,500,2600,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151569110,0,200,2700,2800,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151572344,0,900,1900,3100,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
29858046,0,1000,2300,2700,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151569203,0,,1100,2100,Crash,IV - Low-risk Tire Strike,"Backing, fixed object",Single vehicle conflict,
36841170,0,4100,4600,5800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61427036,0,800,3100,3800,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
29859061,0,900,2500,4500,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
151852184,0,500,1100,1700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151590949,0,2900,5000,6600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
143309746,0,1800,3500,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
24523910,0,3800,5700,9700,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
151568484,0,3500,4100,5000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151591681,0,700,1800,3800,Near-Crash,Not a Crash,"Rear-end, struck",Conflict with a following vehicle,
151598421,0,2300,3600,4100,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
29712188,0,200,800,1900,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
151864763,0,2500,3400,4500,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
151864755,0,1100,1600,2100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151584418,0,100,2700,4000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
44269464,0,900,1400,1800,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
31280792,0,,4200,6800,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
31567676,0,2200,4200,7700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
15363626,0,1800,6300,6900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
15363625,0,2700,4300,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135126595,0,900,3500,4600,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
44267323,0,300,1300,1800,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151569111,0,2200,3300,4200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151864915,0,1900,4500,5200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151569208,0,400,4000,6400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426763,0,,800,1500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61216657,0,,3000,4100,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
61033674,0,,3000,4700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151610547,0,4300,5400,6900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151854775,0,700,2300,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135124481,0,,1400,3000,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151581408,0,200,1400,2700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151610502,0,400,2100,3100,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
150714433,0,5000,7500,8800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61111553,0,2700,2600,3600,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
35257203,0,400,1400,8400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
35257221,0,500,2600,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
143062727,0,600,3200,3600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151570859,0,800,2400,2800,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151865062,0,2100,8400,9100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
